REGION_ID,COUNTRY_ID,COUNTRY_NAME_EN
"ESCAP: Latin America (LAC) (UNSDCode:98424)",MAF,"Saint-Martin (French part)"
"ESCAP: Latin America (LAC) (UNSDCode:98424)",VCT,"Saint Vincent and the Grenadines"
"ESCAP: Latin America (LAC) (UNSDCode:98424)",SUR,"Suriname"
"ESCAP: Latin America (LAC) (UNSDCode:98424)",TTO,"Trinidad and Tobago"
"ESCAP: Latin America (LAC) (UNSDCode:98424)",TCA,"Turks and Caicos Islands"
"ESCAP: Latin America (LAC) (UNSDCode:98424)",URY,"Uruguay"
"ESCAP: Latin America (LAC) (UNSDCode:98424)",VEN,"Venezuela (Bolivarian Republic of)"
"ESCAP: Latin America (LAC) (UNSDCode:98424)",VGB,"British Virgin Islands"
"ESCAP: Latin America (LAC) (UNSDCode:98424)",VIR,"United States Virgin Islands"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",AFG,"Afghanistan"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",BGD,"Bangladesh"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",BTN,"Bhutan"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",SLB,"Solomon Islands"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",MMR,"Myanmar"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",KIR,"Kiribati"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",KHM,"Cambodia"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",LAO,"Lao People's Democratic Republic"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",NPL,"Nepal"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",VUT,"Vanuatu"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",TLS,"Timor-Leste"
"ESCAP: LDC (LDC_E) (UNSDCode:98411)",TUV,"Tuvalu"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",AFG,"Afghanistan"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",ARM,"Armenia"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",AZE,"Azerbaijan"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",BTN,"Bhutan"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",KAZ,"Kazakhstan"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",KGZ,"Kyrgyzstan"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",LAO,"Lao People's Democratic Republic"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",MNG,"Mongolia"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",NPL,"Nepal"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",TJK,"Tajikistan"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",TKM,"Turkmenistan"
"ESCAP: LLDC (LLDC_E) (UNSDCode:98412)",UZB,"Uzbekistan"
"ESCAP: North America (NAM) (UNSDCode:98425)",BMU,"Bermuda"
"ESCAP: North America (NAM) (UNSDCode:98425)",CAN,"Canada"
"ESCAP: North America (NAM) (UNSDCode:98425)",GRL,"Greenland"
"ESCAP: North America (NAM) (UNSDCode:98425)",SPM,"Saint Pierre and Miquelon"
"ESCAP: North America (NAM) (UNSDCode:98425)",USA,"United States of America"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",ARM,"Armenia"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",AZE,"Azerbaijan"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",GEO,"Georgia"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",KAZ,"Kazakhstan"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",KGZ,"Kyrgyzstan"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",RUS,"Russian Federation"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",TJK,"Tajikistan"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",TKM,"Turkmenistan"
"ESCAP: North and Central Asia (NCA) (UNSDCode:98417)",UZB,"Uzbekistan"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",BHR,"Bahrain"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",IRQ,"Iraq"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",ISR,"Israel"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",JOR,"Jordan"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",KWT,"Kuwait"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",LBN,"Lebanon"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",NFK,"Norfolk Island"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",OMN,"Oman"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",PSE,"Palestine"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",PCN,"Pitcairn"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",QAT,"Qatar"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",SAU,"Saudi Arabia"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",SYR,"Syrian Arab Republic"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",TKL,"Tokelau"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",ARE,"United Arab Emirates"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",WLF,"Wallis and Futuna Islands"
"ESCAP: Other Area (OTH_REGION) (UNSDCode:98426)",YEM,"Yemen"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",ASM,"American Samoa"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",AUS,"Australia"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",SLB,"Solomon Islands"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",PLW,"Palau"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",COK,"Cook Islands"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",FJI,"Fiji"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",PYF,"French Polynesia"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",KIR,"Kiribati"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",GUM,"Guam"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",FSM,"Micronesia (Federated States of)"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",MNP,"Northern Mariana Islands"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",NRU,"Nauru"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",NCL,"New Caledonia"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",VUT,"Vanuatu"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",NZL,"New Zealand"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",NIU,"Niue"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",MHL,"Marshall Islands"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",PNG,"Papua New Guinea"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",TON,"Tonga"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",TUV,"Tuvalu"
"ESCAP: PACIFIC (PAC) (UNSDCode:98418)",WSM,"Samoa"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",ASM,"American Samoa"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",SLB,"Solomon Islands"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",PLW,"Palau"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",COK,"Cook Islands"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",FJI,"Fiji"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",PYF,"French Polynesia"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",KIR,"Kiribati"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",GUM,"Guam"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",FSM,"Micronesia (Federated States of)"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",MNP,"Northern Mariana Islands"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",NRU,"Nauru"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",NCL,"New Caledonia"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",VUT,"Vanuatu"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",NIU,"Niue"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",MHL,"Marshall Islands"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",PNG,"Papua New Guinea"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",TON,"Tonga"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",TUV,"Tuvalu"
"ESCAP: Pacific island developing economies (PIDE) (UNSDCode:98427)",WSM,"Samoa"
"ESCAP: SAARC (SAARC) (UNSDCode:98428)",AFG,"Afghanistan"
"ESCAP: SAARC (SAARC) (UNSDCode:98428)",BGD,"Bangladesh"
"ESCAP: SAARC (SAARC) (UNSDCode:98428)",BTN,"Bhutan"
"ESCAP: SAARC (SAARC) (UNSDCode:98428)",IND,"India"
"ESCAP: SAARC (SAARC) (UNSDCode:98428)",MDV,"Maldives"
"ESCAP: SAARC (SAARC) (UNSDCode:98428)",NPL,"Nepal"
"ESCAP: SAARC (SAARC) (UNSDCode:98428)",PAK,"Pakistan"
"ESCAP: SAARC (SAARC) (UNSDCode:98428)",LKA,"Sri Lanka"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",ASM,"American Samoa"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",SLB,"Solomon Islands"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",PLW,"Palau"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",COK,"Cook Islands"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",FJI,"Fiji"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",PYF,"French Polynesia"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",KIR,"Kiribati"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",GUM,"Guam"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",MDV,"Maldives"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",FSM,"Micronesia (Federated States of)"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",MNP,"Northern Mariana Islands"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",NRU,"Nauru"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",NCL,"New Caledonia"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",VUT,"Vanuatu"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",NIU,"Niue"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",MHL,"Marshall Islands"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",PNG,"Papua New Guinea"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",TLS,"Timor-Leste"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",SGP,"Singapore"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",TON,"Tonga"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",TUV,"Tuvalu"
"ESCAP: Small Islands Developing States (SIDS) (UNSDCode:98435)",WSM,"Samoa"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",AFG,"Afghanistan"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",BGD,"Bangladesh"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",BTN,"Bhutan"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",IND,"India"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",IRN,"Iran (Islamic Republic of)"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",MDV,"Maldives"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",NPL,"Nepal"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",PAK,"Pakistan"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",LKA,"Sri Lanka"
"ESCAP: South and South-West Asia (SSWA) (UNSDCode:98420)",TUR,"Türkiye"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",BRN,"Brunei Darussalam"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",MMR,"Myanmar"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",IDN,"Indonesia"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",KHM,"Cambodia"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",LAO,"Lao People's Democratic Republic"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",MYS,"Malaysia"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",PHL,"Philippines"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",TLS,"Timor-Leste"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",SGP,"Singapore"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",THA,"Thailand"
"ESCAP: South-East Asia (SEA) (UNSDCode:98419)",VNM,"Viet Nam"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",AUS,"Australia"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",BRN,"Brunei Darussalam"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",PYF,"French Polynesia"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",GUM,"Guam"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",HKG,"China, Hong Kong Special Administrative Region"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",JPN,"Japan"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",KOR,"Republic of Korea"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",MAC,"China, Macao Special Administrative Region"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",MNP,"Northern Mariana Islands"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",NRU,"Nauru"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",NCL,"New Caledonia"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",NZL,"New Zealand"
"ESCAP: WB High Income Economies (WB_HIGH) (UNSDCode:98436)",SGP,"Singapore"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",AFG,"Afghanistan"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",BDI,"Burundi"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",CAF,"Central African Republic"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",TCD,"Chad"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",ERI,"Eritrea"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",ETH,"Ethiopia"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",GMB,"Gambia"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",GIN,"Guinea"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",PRK,"Democratic People's Republic of Korea"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",LBR,"Liberia"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",MDG,"Madagascar"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",MWI,"Malawi"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",MLI,"Mali"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",MOZ,"Mozambique"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",NER,"Niger"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",GNB,"Guinea-Bissau"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",RWA,"Rwanda"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",SLE,"Sierra Leone"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",SOM,"Somalia"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",SSD,"South Sudan"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",SDN,"Sudan"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",SYR,"Syrian Arab Republic"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",TGO,"Togo"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",UGA,"Uganda"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",BFA,"Burkina Faso"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",YEM,"Yemen"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",COD,"Democratic Republic of the Congo"
"ESCAP: WB Low Income Economies (WB_LOW) (UNSDCode:98439)",ZMB,"Zambia"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",DZA,"Algeria"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",AGO,"Angola"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",BGD,"Bangladesh"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",BTN,"Bhutan"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",BOL,"Bolivia (Plurinational State of)"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",SLB,"Solomon Islands"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",MMR,"Myanmar"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",CMR,"Cameroon"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",CPV,"Cabo Verde"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",COM,"Comoros"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",COG,"Congo"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",BEN,"Benin"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",EGY,"Egypt"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",SLV,"El Salvador"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",DJI,"Djibouti"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",GHA,"Ghana"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",KIR,"Kiribati"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",HTI,"Haiti"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",HND,"Honduras"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",IND,"India"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",IDN,"Indonesia"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",IRN,"Iran (Islamic Republic of)"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",CIV,"Côte d'Ivoire"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",KEN,"Kenya"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",KHM,"Cambodia"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",KGZ,"Kyrgyzstan"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",LAO,"Lao People's Democratic Republic"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",LBN,"Lebanon"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",LSO,"Lesotho"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",MRT,"Mauritania"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",FSM,"Micronesia (Federated States of)"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",MNG,"Mongolia"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",MAR,"Morocco"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",NPL,"Nepal"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",VUT,"Vanuatu"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",NIC,"Nicaragua"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",NGA,"Nigeria"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",PAK,"Pakistan"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",PSE,"Palestine"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",PNG,"Papua New Guinea"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",PHL,"Philippines"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",TLS,"Timor-Leste"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",STP,"Sao Tome and Principe"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",SEN,"Senegal"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",ZWE,"Zimbabwe"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",LKA,"Sri Lanka"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",SWZ,"Eswatini"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",TJK,"Tajikistan"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",TZA,"United Republic of Tanzania"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",TUN,"Tunisia"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",UKR,"Ukraine"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",UZB,"Uzbekistan"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",VNM,"Viet Nam"
"ESCAP: WB Lower Middle Income Economies (WB_LOWER_MID) (UNSDCode:98438)",WSM,"Samoa"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",ARM,"Armenia"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",AZE,"Azerbaijan"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",PLW,"Palau"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",CHN,"China"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",FJI,"Fiji"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",GEO,"Georgia"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",KAZ,"Kazakhstan"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",MYS,"Malaysia"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",MDV,"Maldives"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",MHL,"Marshall Islands"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",RUS,"Russian Federation"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",THA,"Thailand"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",TON,"Tonga"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",TUV,"Tuvalu"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",TUR,"Türkiye"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",TKM,"Turkmenistan"
"ESCAP: WB Upper Middle Income Economies (WB_UPPER_MID) (UNSDCode:98437)",WSM,"Samoa"
"ESCWA: All countries (UNSDCode:98500)",BHR,"Bahrain"
"ESCWA: All countries (UNSDCode:98500)",EGY,"Egypt"
"ESCWA: All countries (UNSDCode:98500)",IRQ,"Iraq"
"ESCWA: All countries (UNSDCode:98500)",JOR,"Jordan"
"ESCWA: All countries (UNSDCode:98500)",KWT,"Kuwait"
"ESCWA: All countries (UNSDCode:98500)",LBN,"Lebanon"
"ESCWA: All countries (UNSDCode:98500)",LBY,"Libya"
"ESCWA: All countries (UNSDCode:98500)",MRT,"Mauritania"
"ESCWA: All countries (UNSDCode:98500)",MAR,"Morocco"
"ESCWA: All countries (UNSDCode:98500)",OMN,"Oman"
"ESCWA: All countries (UNSDCode:98500)",PSE,"Palestine"
"ESCWA: All countries (UNSDCode:98500)",QAT,"Qatar"
"ESCWA: All countries (UNSDCode:98500)",SAU,"Saudi Arabia"
"ESCWA: All countries (UNSDCode:98500)",SDN,"Sudan"
"ESCWA: All countries (UNSDCode:98500)",SYR,"Syrian Arab Republic"
"ESCWA: All countries (UNSDCode:98500)",TUN,"Tunisia"
"ESCWA: All countries (UNSDCode:98500)",ARE,"United Arab Emirates"
"ESCWA: All countries (UNSDCode:98500)",YEM,"Yemen"
"ESCWA: Arab countries (UNSDCode:98501)",DZA,"Algeria"
"ESCWA: Arab countries (UNSDCode:98501)",BHR,"Bahrain"
"ESCWA: Arab countries (UNSDCode:98501)",COM,"Comoros"
"ESCWA: Arab countries (UNSDCode:98501)",EGY,"Egypt"
"ESCWA: Arab countries (UNSDCode:98501)",DJI,"Djibouti"
"ESCWA: Arab countries (UNSDCode:98501)",IRQ,"Iraq"
"ESCWA: Arab countries (UNSDCode:98501)",JOR,"Jordan"
"ESCWA: Arab countries (UNSDCode:98501)",KWT,"Kuwait"
"ESCWA: Arab countries (UNSDCode:98501)",LBN,"Lebanon"
"ESCWA: Arab countries (UNSDCode:98501)",LBY,"Libya"
"ESCWA: Arab countries (UNSDCode:98501)",MRT,"Mauritania"
"ESCWA: Arab countries (UNSDCode:98501)",MAR,"Morocco"
"ESCWA: Arab countries (UNSDCode:98501)",OMN,"Oman"
